sentence,label
with a large dose of painkillers ,0
wastes ,0
", mind-numbingly , indescribably bad ",0
menacing ,0
incessantly ,0
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers . ,0
that you 've spent the past 20 minutes looking at your watch ,0
"helmer hudlin tries to make a hip comedy , ",0
as funny nor ,0
lacks balance ,0
hard pressed to succumb to the call of the wild ,0
revelatory nor truly edgy -- merely crassly flamboyant and comedically labored . ,0
despicable characters ,0
", director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",0
a markedly inactive film ,0
exercise in sham actor workshops and an affected malaise ,0
the gratuitous cinematic distractions ,0
does n't work because there is no foundation for it ,0
makes even elizabeth hurley seem graceless and ugly . ,0
inhale this gutter romancer 's secondhand material ,0
is very difficult ,0
is virtually without context -- journalistic or historical ,0
", this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . ",0
to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0
takes chances that are bold by studio standards ,1
a beautiful food entrée ,1
a diverse and astonishingly articulate cast of palestinian and israeli children . ,1
"if it is n't entirely persuasive , it does give exposure to some talented performers ",1
"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",1
a wonderful tale of love and destiny ,1
gorgeous and deceptively minimalist ,1
fresh-faced ,1
to spare wildlife ,1
peels layers from this character that may well not have existed on paper . ,1
squareness that would make it the darling of many a kids-and-family-oriented cable channel ,1
it forces you to watch people doing unpleasant things to each other and themselves ,1
smart and dark - ,1
", compelling ",1
beautiful to watch and ,1
a good one ,1
begins like a docu-drama but builds its multi-character story with a flourish . ,1
"take care is nicely performed by a quintet of actresses , ",1
beautiful paean ,1
", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",1
down-to-earth bullock ,1
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ,1
the movie is powerful and provocative . ,1
an entertainment destination for the general public ,1
` it 's like having an old friend for dinner ' . ,1
enjoyed it just ,1
"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",1
of moviegoers for real characters and compelling plots ,1
", 84 minutes is short ",1
jolts the laughs from the audience ,1
"genial is the conceit , this is one of those rare pictures that you root for throughout , ",1
cross swords with the best of them and ,1
transfixes the audience ,1
does pack some serious suspense . ,1
"a larger-than-life figure , ",1
"does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . ",1
"unpretentious , charming , quirky , original ",1
"by no means a great movie , but it is a refreshingly forthright one . ",1
a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ,1
"bill plympton , the animation master ",1
"well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look . ",1
excites the imagination and tickles the funny bone ,1
"scherfig , who has had a successful career in tv ",1
is magnetic as graham ,1
devos and cassel have tremendous chemistry -- ,1
yet permits laughter ,1
", good action , good acting , good dialogue , good pace , good cinematography . ",1
"is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism ",1
"take care is nicely performed by a quintet of actresses , ",1
an ebullient affection ,1
no pastry is violated ,1
it 's easy to love robin tunney ,1
gorgeous and deceptively minimalist ,1
intelligent and moving . ,1
"directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . ",1
delivered with such conviction that it 's hard not to be carried away ,1
", thought-provoking film ",1
handles it in the most unexpected way ,1
very good viewing alternative ,1
"high drama , disney-style ",1
overwhelmingly ,1
it irrigates our souls . ,1
be surprised at the variety of tones in spielberg 's work ,1
"timely , tongue-in-cheek ",1
a passable date film ,1
with a creepy and dead-on performance ,1
"passionate , tumultuous affair ",1
"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . ",1
"is always a joy to watch , even when her material is not first-rate ",1
you can take the grandkids or the grandparents and never worry about anyone being bored ,1
generates ,1
with awe ,1
", sometimes beautiful adaptation ",1
is truly gorgeous to behold ,1
delivered with such conviction that it 's hard not to be carried away ,1
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop . ",1
the slow parade of human frailty fascinates you ,1
made eddie murphy a movie star and the man has n't aged a day . ,1
enjoy the ride ,1
"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film ",1
to the genre and another first-rate performance ,1
that in a good way ,1
makes a meal of it ,1
moonlight mile should strike a nerve in many . ,1
good-bad that makes eight legged freaks a perfectly entertaining summer diversion ,1
"this is a very funny , heartwarming film . ",1
a masterpiece ,1
have a passion for the material ,1
"it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . ",1
"coppola , along with his sister , sofia , is a real filmmaker ",1
a diverse and astonishingly articulate cast of palestinian and israeli children . ,1
an enjoyable experience . ,1
a perfect performance ,1
", after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ",1
betters it ,1
"the fourth `` pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance . ",1
with the the wisdom and humor of its subjects ,1
bloody beauty as vivid ,1
"to convince almost everyone that it was put on the screen , just for them ",1
gripping humanity ,1
"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1
", this gender-bending comedy is generally quite funny . ",1
we want the funk - and this movie 's got it ,1
of the amazing spider-man ,1
"that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
free ,1
be part of ,1
sharp edges and a deep vein of sadness ,1
fashioning an engrossing entertainment out ,1
"xxx is a blast of adrenalin , ",1
on all cylinders ,1
insanely hilarious ,1
cinematic bon bons ,1
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ",1
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ,1
"evanescent , seamless and sumptuous stream ",1
"i like that smith , he 's not making fun of these people , he 's not laughing at them . ",1
is impressive for the sights and sounds of the wondrous beats the world has to offer ,1
"as a young woman of great charm , generosity and diplomacy ",1
an unorthodox little film noir organized crime story that includes one of the strangest ,1
"the old saying goes , because it 's true ",1
keep the movie slaloming through its hackneyed elements with enjoyable ease ,1
a laugh between them ,1
this fascinating portrait of a modern lothario ,1
the numerous scenes ,1
the perfect movie ,1
"wonderland adventure , a stalker thriller , and ",1
one-hour mark ,1
sustains ,1
oh-so-important ,1
fashioning an engrossing entertainment out ,1
rich veins of funny stuff in this movie ,1
"hugh grant , who has a good line in charm ",1
"the chateau , a sense of light-heartedness , that makes it attractive throughout ",1
as it does because ( the leads ) are such a companionable couple ,1
film to affirm love 's power to help people endure almost unimaginable horror ,1
rich and sudden wisdom ,1
it 's on par with the first one ,1
"the wonderfully lush morvern callar is pure punk existentialism , and ",1
exceptional lead performances ,1
has considerable charm ,1
a simple tale ,1
elvira fans could hardly ask for more . ,1
a powerful sequel and one of the best films of the year . ,1
long and eventful ,1
"once folks started hanging out at the barbershop , they never wanted to leave . ",1
see a movie with its heart ,1
can outgag any of those young whippersnappers making moving pictures today ,1
a perfect performance ,1
more than ably ,1
to please audiences who like movies that demand four hankies ,1
the greatest musicians ,1
"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1
it 's on par with the first one ,1
still fun and enjoyable ,1
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . ",1
tv ,1
that gradually sneaks up on the audience ,1
joyous romp of a film . ,1
on all cylinders ,1
provide an intense experience ,1
heralds something special ,1
be able to look away for a second ,1
positive impression ,1
as john ritter 's glory days ,1
a fairly revealing study of its two main characters ,1
the most affecting depictions of a love affair ,1
"with color and depth , and rather a good time ",1
the moral shrapnel and mental shellshock will linger long after this film has ended . ,1
an ebullient affection ,1
"the wonderfully lush morvern callar is pure punk existentialism , and ",1
oh-so-important ,1
gripping humanity ,1
"there are laughs aplenty , and ",1
bound to appeal to women looking for a howlingly trashy time ,1
"'s coherent , well shot , and tartly ",1
", like life , is n't much fun without the highs and lows ",1
nearly as fresh or enjoyable ,1
about love and culture ,1
no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror ,1
"may be more genial than ingenious , but it gets the job done . ",1
"some movies suck you in despite their flaws , ",1
"an entertaining british hybrid of comedy , caper thrills and quirky romance . ",1
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination ,1
a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ,1
with such provocative material ,1
exceptional lead performances ,1
humorous and touching . ,1
"an entertaining british hybrid of comedy , caper thrills and quirky romance . ",1
rich veins of funny stuff in this movie ,1
"sandra bullock and hugh grant make a great team , ",1
"this is a very funny , heartwarming film . ",1
"timely , tongue-in-cheek ",1
"it 's sweet and fluffy at the time , ",1
it forces you to watch people doing unpleasant things to each other and themselves ,1
the hearts and minds ,1
"is in the right place , his plea for democracy and civic action laudable ",1
with a big heart ,1
the scorpion king more than ably ,1
oh-so-important ,1
"scherfig , who has had a successful career in tv ",1
of the best short story writing ,1
we find ourselves surprised at how much we care about the story ,1
the truly funny bits ,1
is worth searching out ,1
are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,1
a twist ,1
is god ,1
"is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction ",1
other than its oscar-sweeping franchise predecessor ,1
a simplistic narrative and ,1
an enjoyable experience . ,1
"going at a rapid pace , ",1
"a guilty-pleasure , daytime-drama sort ",1
that excites the imagination and tickles the funny bone ,1
"slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . ",1
of the best short story writing ,1
no pastry is violated ,1
you 're gon na like this movie . ,1
a powerful sequel and one of the best films of the year . ,1
begins like a docu-drama but builds its multi-character story with a flourish . ,1
accentuating ,1
touching reflection ,1
"assured , glossy and shot through with brittle desperation ",1
is impressive for the sights and sounds of the wondrous beats the world has to offer ,1
deserve a passing grade ,1
heartfelt performances ,1
a technically superb film ,1
samuel l. jackson ,1
go see this delightful comedy . ,1
the most affecting depictions of a love affair ,1
fluid and mesmerizing ,1
beloved-major ,1
this amiable picture ,1
enjoyed it just ,1
"reacting to it - feeling a part of its grand locations , ",1
a technically superb film ,1
can outgag any of those young whippersnappers making moving pictures today ,1
"'s mildly entertaining , ",1
", sometimes beautiful adaptation ",1
no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror ,1
a technically superb film ,1
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop . ",1
-- that you should never forget ,1
very funny joke ,1
made eddie murphy a movie star and the man has n't aged a day . ,1
to address his own world war ii experience in his signature style ,1
of the best short story writing ,1
we find ourselves surprised at how much we care about the story ,1
revelatory performance ,1
"a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man ",1
slick and manufactured to claim street credibility . ,1
", this gender-bending comedy is generally quite funny . ",1
a powerful sequel and one of the best films of the year . ,1
good-bad that makes eight legged freaks a perfectly entertaining summer diversion ,1
touching reflection ,1
a simplistic narrative and ,1
"england 's roger mitchell , who handily makes the move from pleasing ",1
quite endearing . ,1
scenes of cinematic perfection ,1
"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ",1
luminous interviews and amazingly evocative film from three decades ago ,1
traditionally structured ,1
an absolute delight for all audiences ,1
still fun and enjoyable ,1
allen 's romantic comedies so pertinent and enduring ,1
of quirky characters and an engaging story ,1
"its exquisite acting , inventive screenplay , mesmerizing music , and ",1
the wonderful cinematography and naturalistic acting ,1
"by no means a great movie , but it is a refreshingly forthright one . ",1
see the forest for the trees ,1
rich and full ,1
off-beat and fanciful ,1
"the chateau , a sense of light-heartedness , that makes it attractive throughout ",1
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
greatly ,1
"feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . ",1
superlative ,1
"a rollicking adventure for you and all your mateys , regardless of their ages ",1
"is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism . ",1
as the remarkable ensemble cast brings them to life ,1
"that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
revelatory performance ,1
it irrigates our souls . ,1
"by no means a great movie , but it is a refreshingly forthright one . ",1
", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",1
", the film retains ambiguities that make it well worth watching . ",1
finely written ,1
i 'll buy the soundtrack . ,1
a summer of good stuff ,1
the hearts and minds ,1
"a deft sense of humor about itself , a playful spirit and a game cast ",1
"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1
deemed important enough to make a film in which someone has to be hired to portray richard dawson ,1
grows ,1
the scorpion king more than ably ,1
huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,1
"i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ",1
again dazzle and delight us ,1
charlotte sometimes is a gem . ,1
riveting and ,1
"that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out ",1
rich and full ,1
it irrigates our souls . ,1
invigorating about ,1
can open the door to liberation . ,1
"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop . ",1
shakespearean -- both in depth and breadth -- ,1
moving and important ,1
perfect material ,1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ",1
based on a true and historically significant story ,1
about love and culture ,1
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . ",1
deserve a passing grade ,1
elvira fans could hardly ask for more . ,1
should have a stirring time at this beautifully drawn movie ,1
"coppola , along with his sister , sofia , is a real filmmaker ",1
a nonstop hoot ,1
"take care is nicely performed by a quintet of actresses , ",1
that is more complex and honest than anything represented in a hollywood film ,1
makes an unusual but pleasantly haunting debut behind the camera . ,1
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1
showing honest emotions ,1
"a smartly directed , grown-up film ",1
a twist ,1
"because it was so endlessly , grotesquely , inventive ",1
"'s mildly entertaining , ",1
improved upon the first ,1
k-19 : the widowmaker is a great yarn . ,1
manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1
moving and important ,1
appealing character quirks to forgive that still serious problem ,1
it 's smooth and professional ,1
beloved-major ,1
the scorpion king more than ably ,1
elvira fans could hardly ask for more . ,1
"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . ",1
"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ",1
the opulent lushness ,1
to the genre and another first-rate performance ,1
"a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ",1
"to convince almost everyone that it was put on the screen , just for them ",1
and satirical touches ,1
", 84 minutes is short ",1
get the impression that writer and director burr steers knows the territory ,1
favor of tradition and warmth ,1
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . ",1
of moviegoers for real characters and compelling plots ,1
"coppola , along with his sister , sofia , is a real filmmaker ",1
"is moody , oozing , chilling and heart-warming all at once ",1
a laugh between them ,1
"hugh grant , who has a good line in charm ",1
for a story ,1
an absolute delight for all audiences ,1
the hearts and minds ,1
film to affirm love 's power to help people endure almost unimaginable horror ,1
has a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . ,1
jolts the laughs from the audience ,1
laughs aplenty ,1
a wonderful ensemble cast ,1
cross swords with the best of them and ,1
"'s no surprise that as a director washington demands and receives excellent performances , ",1
a spoof comedy ,1
well-rounded tribute ,1
"a solid cast , assured direction and complete lack of modern day irony . ",1
"liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances ",1
devos and cassel have tremendous chemistry -- ,1
his story ends or just ca n't tear himself away from the characters ,1
you can take the grandkids or the grandparents and never worry about anyone being bored ,1
is worth searching out ,1
starts with a legend ,1
`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era ,1
of moviegoers for real characters and compelling plots ,1
"it 's sweet and fluffy at the time , ",1
off-beat and fanciful ,1
balances both traditional or modern stories together in a manner that one never overwhelms the other . ,1
"than in creating an emotionally complex , dramatically satisfying heroine ",1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ",1
"coppola , along with his sister , sofia , is a real filmmaker ",1
should have a stirring time at this beautifully drawn movie ,1
is one of the year 's best ,1
"once folks started hanging out at the barbershop , they never wanted to leave . ",1
"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",1
"acted and directed , it 's clear that washington most certainly has a new career ahead of him ",1
"its premise is smart , but ",1
it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ,1
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end . ,1
very funny joke ,1
pure escapism ,1
that in a good way ,1
funny yet ,1
beautiful to watch and ,1
a fierce dance ,1
elvira fans could hardly ask for more . ,1
is god ,1
based on a true and historically significant story ,1
of quirky characters and an engaging story ,1
"a rollicking adventure for you and all your mateys , regardless of their ages ",1
samuel l. jackson ,1
laughed at ,1
you have ellen pompeo sitting next to you for the ride ,1
to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in ,1
elvira fans could hardly ask for more . ,1
"well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look . ",1
to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ,1
watching it leaves you giddy ,1
transfixes the audience ,1
", 84 minutes is short ",1
an avid interest ,1
jolts the laughs from the audience -- ,1
the picture 's fascinating byways ,1
heroes ,1
creates a fluid and mesmerizing sequence of images to match the words of nijinsky 's diaries . ,1
"been written so well , that even a simple `` goddammit ",1
made eddie murphy a movie star and the man has n't aged a day . ,1
"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ",1
jolts the laughs from the audience -- ,1
a legendary professor ,1
we want the funk - and this movie 's got it ,1
it 's about family ,1
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- ,1
"entertaining and , ultimately , more perceptive ",1
masterful british actor ian holm ,1
can only love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
sustains ,1
enjoyed it just ,1
been kind enough to share it ,1
manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1
that gradually sneaks up on the audience ,1
manages to nail the spirit-crushing ennui of denuded urban living without giving in to it . ,1
filming the teeming life on the reefs ,1
see this ,1
so much like a young robert deniro ,1
that in a good way ,1
a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ,1
lives up to the stories and faces and music of the men who are its subject . ,1
of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ,1
", if good-hearted , movie . ",1
earnest movie ,1
nearly as fresh or enjoyable ,1
"is in the right place , his plea for democracy and civic action laudable ",1
intricate plot ,1
", like life , is n't much fun without the highs and lows ",1
"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and ",1
"covers this territory with wit and originality , suggesting that with his fourth feature ",1
into this dream hispanic role with a teeth-clenching gusto ,1
you can take the grandkids or the grandparents and never worry about anyone being bored ,1
"its premise is smart , but ",1
find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ,1
"offbeat humor , amusing characters , and a happy ending ",1
"schaeffer is n't in this film , which may be why it works as well as it does . ",1
the rock 's fighting skills are more in line with steven seagal ,1
a passable date film ,1
"makes us see familiar issues , like racism and homophobia , in a fresh way . ",1
"a powerful , inflammatory film ",1
", after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ",1
respectable new one ,1
"dickens ' wonderfully sprawling soap opera , the better ",1
coen brothers ,1
positive impression ,1
"scherfig , who has had a successful career in tv ",1
are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1
the sensational ,1
"genial is the conceit , this is one of those rare pictures that you root for throughout , ",1
"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller ",1
weirdly engaging and unpredictable character pieces ,1
unique directing style ,1
heartfelt performances ,1
a bracing truth that 's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ,1
excites the imagination and tickles the funny bone ,1
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1
presents us with an action movie that actually has a brain . ,1
can outgag any of those young whippersnappers making moving pictures today ,1
an inuit masterpiece ,1
", this gender-bending comedy is generally quite funny . ",1
can open the door to liberation . ,1
"sandra bullock and hugh grant make a great team , ",1
the greatest musicians ,1
takes chances that are bold by studio standards ,1
in addition to hoffman 's powerful acting clinic ,1
the first bond movie in ages that is n't fake fun ,1
its most immediate and most obvious pleasure ,1
it 's robert duvall ! ,1
an adventurous young talent ,1
i 'll buy the soundtrack . ,1
"lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",1
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ",1
good a job as anyone ,1
p.t. anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible ,1
enjoy the ride ,1
a spoof comedy ,1
should have a stirring time at this beautifully drawn movie ,1
"that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",1
showing honest emotions ,1
"continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision . ",1
can only point the way -- but thank goodness for this signpost ,1
provide its keenest pleasures ,1
it irrigates our souls . ,1
an admirable reconstruction of terrible events ,1
make a pretty good team ,1
"'s at once laughable and compulsively watchable , ",1
gangs excels in spectacle and pacing . ,1
takes hold and grips hard ,1
that gradually sneaks up on the audience ,1
deemed important enough to make a film in which someone has to be hired to portray richard dawson ,1
provide its keenest pleasures ,1
zealand coming-of-age movie ,1
"was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",1
bound ,1
begins on a high note and ,1
"with color and depth , and rather a good time ",1
"a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man ",1
merit its 103-minute length ,1
measured against practically any like-themed film other than its oscar-sweeping franchise predecessor ,1
", thought-provoking film ",1
nicely done ,1
has finally made a movie that is n't just offensive ,1
one carried by a strong sense of humanism ,1
intriguing species ,1
most amazing super-sized dosage ,1
another masterpiece ,1
's good to see michael caine whipping out the dirty words and punching people in the stomach again . ,1
at existing photos ,1
quite endearing . ,1
reveals how important our special talents can be when put in service of of others . ,1
the cast is spot on and ,1
"lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into buñuel 's casings ",1
has created a brilliant motion picture . ,1
"some movies suck you in despite their flaws , ",1
the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ,1
decent performance ,1
very funny joke ,1
wide-awake all the way through ,1
it 's robert duvall ! ,1
's pleasant enough -- and oozing with attractive men ,1
"'s no surprise that as a director washington demands and receives excellent performances , ",1
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ",1
romanticized rendering ,1
"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1
make a pretty good team ,1
funny and sad ,1
morton deserves an oscar nomination . ,1
"a deft sense of humor about itself , a playful spirit and a game cast ",1
so skeeved out that they 'd need a shower ,1
the perfect movie ,1
moving and important ,1
the moral shrapnel and mental shellshock will linger long after this film has ended . ,1
embracing ,1
"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ",1
much needed ,1
particularly impressive ,1
of the finest films of the year ,1
a good one ,1
begins on a high note and ,1
help chicago make the transition from stage to screen with considerable appeal intact ,1
ca n't miss it ,1
much needed ,1
should have a stirring time at this beautifully drawn movie ,1
go see this delightful comedy . ,1
"assured , glossy and shot through with brittle desperation ",1
to please audiences who like movies that demand four hankies ,1
winning shot ,1
is one of the year 's best ,1
more than another `` best man '' clone by weaving a theme throughout this funny film ,1
we want the funk - and this movie 's got it ,1
a lot of energy ,1
lives up to the stories and faces and music of the men who are its subject . ,1
true star ,1
samuel l. jackson ,1
about love and culture ,1
"does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . ",1
begins like a docu-drama but builds its multi-character story with a flourish . ,1
to watch too many barney videos ,1
this fascinating portrait of a modern lothario ,1
be part of ,1
with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ,1
be able to look away for a second ,1
"a fascinating , compelling story ",1
can outgag any of those young whippersnappers making moving pictures today ,1
fluid and mesmerizing ,1
dreamy ,1
to the enduring strengths of women ,1
men ,1
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",1
"this is a very funny , heartwarming film . ",1
decent performance ,1
wow ' factor ,1
enriched by an imaginatively mixed cast of antic spirits ,1
to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in ,1
laughed at ,1
transfixes the audience ,1
"the old saying goes , because it 's true ",1
for one splendidly cast pair ,1
generates ,1
", after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers ",1
"the picture runs a mere 84 minutes , but it 's no glance . ",1
you can take the grandkids or the grandparents and never worry about anyone being bored ,1
a celebrated wonder in the spotlight ,1
takes off in totally unexpected directions and ,1
surprisingly faithful ,1
"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators ",1
worth a recommendation ,1
in addition to hoffman 's powerful acting clinic ,1
embracing than monty ,1
it 's about family ,1
sharp edges and a deep vein of sadness ,1
well-thought stunts or ,1
's also undeniably exceedingly clever ,1
endear ,1
improved upon the first ,1
for its extraordinary intelligence and originality ,1
of moviegoers for real characters and compelling plots ,1
"director paul cox 's unorthodox , abstract approach to visualizing nijinsky 's diaries is both stimulating and demanding . ",1
put together a bold biographical fantasia ,1
photographic marvel ,1
is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,1
"beautifully acted and directed , it 's clear that washington most certainly has a new career ahead of him if he so chooses . ",1
see a movie with its heart ,1
deserves a place of honor next to nanook as a landmark in film history . ,1
elvira fans could hardly ask for more . ,1
sexual and romantic ,1
"with color and depth , and rather a good time ",1
begins like a docu-drama but builds its multi-character story with a flourish . ,1
"entertaining and , ultimately , more perceptive ",1
"scherfig , who has had a successful career in tv ",1
to address his own world war ii experience in his signature style ,1
based on a true and historically significant story ,1
as it does because ( the leads ) are such a companionable couple ,1
a satisfyingly unsettling ride ,1
the wisdom and humor ,1
nearly as fresh or enjoyable ,1
enthralling ,1
of the amazing spider-man ,1
"it 's sweet and fluffy at the time , ",1
another entertaining romp from robert rodriguez . ,1
brings the proper conviction to his role as ( jason bourne ) . ,1
gripping portrait ,1
for its extraordinary intelligence and originality ,1
weirdly engaging and unpredictable character pieces ,1
wow ' factor ,1
no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror ,1
sharply ,1
has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ... ,1
